model,order,horizon,k,hit_at_k,recall_at_k,precision_at_k,mrr,num_samples
app_markov,2,3,1,0.019230769230769232,0.009615384615384616,0.019230769230769232,0.019230769230769232,52
app_markov,2,3,3,0.038461538461538464,0.028846153846153848,0.02564102564102564,0.02564102564102564,52
app_markov,2,3,5,0.057692307692307696,0.04807692307692308,0.02692307692307692,0.030448717948717948,52
app_markov,2,5,1,0.11538461538461539,0.07371794871794872,0.11538461538461539,0.11538461538461539,52
app_markov,2,5,3,0.17307692307692307,0.1121794871794872,0.08653846153846154,0.14102564102564102,52
app_markov,2,5,5,0.21153846153846154,0.16025641025641024,0.09166666666666666,0.1496794871794872,52
app_markov,2,10,1,0.1346153846153846,0.060897435897435896,0.1346153846153846,0.1346153846153846,52
app_markov,2,10,3,0.40384615384615385,0.18429487179487178,0.17307692307692304,0.23397435897435898,52
app_markov,2,10,5,0.5,0.22596153846153844,0.15737179487179492,0.25512820512820517,52
