model,order,horizon,k,hit_at_k,recall_at_k,precision_at_k,mrr,num_samples
app_markov,4,3,1,0.005115089514066497,0.005115089514066497,0.005115089514066497,0.005115089514066497,391
app_markov,4,3,3,0.0076726342710997444,0.0076726342710997444,0.005967604433077578,0.00639386189258312,391
app_markov,4,3,5,0.01278772378516624,0.01278772378516624,0.0069053708439897705,0.0076726342710997444,391
app_markov,4,5,1,0.07161125319693094,0.07161125319693094,0.07161125319693094,0.07161125319693094,391
app_markov,4,5,3,0.13043478260869565,0.13043478260869565,0.07033248081841428,0.09761295822676896,391
app_markov,4,5,5,0.14578005115089515,0.14578005115089515,0.06773231031543049,0.10132139812446717,391
app_markov,4,10,1,0.15601023017902813,0.1278772378516624,0.15601023017902813,0.15601023017902813,391
app_markov,4,10,3,0.32225063938618925,0.2672634271099744,0.1500426257459507,0.23060528559249785,391
app_markov,4,10,5,0.37084398976982097,0.31841432225063937,0.14701619778346134,0.24236999147485083,391
