app,model,order,k,topk_accuracy,mrr,num_samples
哔哩哔哩,op_quantile,,1,0.038931643277501135,0.038931643277501135,2209
哔哩哔哩,op_quantile,,3,0.11588954277953825,0.07046929228912026,2209
哔哩哔哩,op_quantile,,5,0.15844273426889996,0.08015693375584731,2209
ALL,op_quantile,,1,0.038931643277501135,0.038931643277501135,2209
ALL,op_quantile,,3,0.11588954277953825,0.07046929228912026,2209
ALL,op_quantile,,5,0.15844273426889996,0.08015693375584731,2209
