model,order,horizon,k,hit_at_k,recall_at_k,precision_at_k,mrr,num_samples
app_markov,4,3,1,0.034818941504178275,0.02907381615598886,0.034818941504178275,0.034818941504178275,2872
app_markov,4,3,3,0.0786908077994429,0.06789693593314763,0.03156917363045494,0.05321494893221911,2872
app_markov,4,3,5,0.10619777158774374,0.0919800371402043,0.02902739090065008,0.05953458681522749,2872
app_markov,4,5,1,0.07311977715877438,0.05257660167130921,0.07311977715877438,0.07311977715877438,2872
app_markov,4,5,3,0.15598885793871867,0.11612116991643454,0.06412488393686178,0.10915738161559879,2872
app_markov,4,5,5,0.21692200557103064,0.1624303621169916,0.06136258124419664,0.12310236768802195,2872
app_markov,4,10,1,0.15529247910863508,0.05711467038068707,0.15529247910863508,0.15529247910863508,2872
app_markov,4,10,3,0.3492339832869081,0.1428621169916428,0.1346332404828217,0.23763927576601704,2872
app_markov,4,10,5,0.4435933147632312,0.1972493036211697,0.12466341689879087,0.25915738161559976,2872
